,Prod. year,Engine volume,Mileage,Cylinders,Airbags,Price
669,2012,2.0,125926,4.0,4,22843
670,2012,2.0,65006,4.0,4,21699
671,2011,2.0,134312,4.0,4,25299
672,2006,1.6,11111,4.0,6,2300
673,2013,2.5,232032,4.0,12,392
674,1996,1.4,280000,4.0,0,2500
675,2014,2.0,74000,4.0,12,40142
676,2013,1.5,94500,4.0,4,19124
677,2007,1.5,240000,4.0,6,11604
678,1998,2.5,100000,6.0,6,7213
679,2010,2.0,61232,4.0,4,11917
680,2005,2.0,284000,4.0,9,17249
681,2013,2.0,200925,4.0,12,23521
682,2015,2.0,109336,4.0,12,784
683,2016,1.0,31970,4.0,4,11604
684,2013,1.8,117000,4.0,8,18503
685,2012,1.5,111111,4.0,4,14113
686,2004,1.4,177000,4.0,4,5959
687,2017,3.6,13897,4.0,4,92502
688,2015,2.0,37786,4.0,0,1019
689,2013,2.0,152847,4.0,4,32035
690,2011,2.2,78305,4.0,4,14376
691,2012,2.4,221126,4.0,0,220
692,2010,2.4,64000,4.0,10,25089
693,2003,1.3,155000,4.0,6,6899
694,2019,2.0,29496,4.0,12,5488
695,2012,1.8,1000,4.0,12,18817
696,2011,2.4,224349,4.0,0,3450
697,2005,1.3,157000,4.0,4,25
698,2003,2.0,137000,4.0,8,7997
699,2017,2.5,50000,4.0,10,38888
700,2010,3.5,243477,6.0,12,1882
701,2008,4.7,146000,8.0,8,35438
702,2015,2.0,0,4.0,0,1019
703,2015,2.4,67840,4.0,8,23207
704,2016,2.0,71886,4.0,8,17092
705,2012,1.3,129000,4.0,4,7150
706,2011,3.5,101816,6.0,12,188
707,2002,0.2,18800,4.0,2,8154
708,2017,2.0,24000,6.0,8,34497
709,2010,1.2,97524,3.0,2,9408
710,2016,1.8,10200,4.0,10,24148
711,2012,3.0,131000,6.0,10,59272
712,2000,2.2,497000,8.0,0,11604
713,2014,2.0,62000,4.0,8,20385
714,2011,1.8,195200,4.0,12,14426
715,2007,2.0,68075,4.0,4,6144
716,2008,4.0,185600,5.0,4,45473
717,2011,3.5,170429,6.0,12,15994
718,2014,2.4,88000,4.0,10,11133
719,2006,2.2,198000,4.0,4,18189
720,2018,2.0,107664,4.0,12,1333
721,2013,2.5,87952,4.0,12,1960
722,2017,1.5,52062,4.0,0,26030
723,2010,4.0,160000,8.0,10,48000
724,2013,4.6,76800,12.0,0,81539
725,2002,1.5,117000,4.0,4,8781
726,2012,3.5,318285,6.0,12,627
727,2013,1.4,0,4.0,12,5802
728,2012,2.0,62649,4.0,4,8624
729,2016,1.8,77600,4.0,12,21953
730,2015,2.0,90000,4.0,9,15681
731,2014,2.0,502500,4.0,4,8154
732,2019,2.5,500,4.0,12,53000
733,2010,2.0,168126,4.0,4,21181
734,2010,4.6,275240,8.0,0,15681
735,2010,3.5,217656,6.0,12,862
736,2014,1.4,65000,4.0,10,27284
737,2016,1.6,70259,4.0,4,39458
738,2013,1.6,131200,4.0,8,18189
739,2014,2.5,96893,4.0,4,31581
740,2014,3.0,222222,6.0,12,117290
741,1997,3.2,111111,6.0,6,7840
742,2013,1.8,134720,4.0,6,20385
743,2007,1.6,39079,4.0,4,12287
744,2010,2.7,217000,4.0,4,20266
745,2019,1.8,39254,4.0,12,2822
746,2016,2.0,55225,4.0,4,16283
747,2013,4.6,111000,8.0,12,71503
748,2014,2.0,490516,4.0,4,8467
749,2010,2.0,84154,4.0,4,27654
750,2013,1.8,279182,4.0,12,2509
751,2013,1.4,70000,4.0,6,13172
752,2010,2.0,123187,4.0,4,16123
753,2004,3.3,323200,6.0,2,3
754,2000,3.0,214000,6.0,4,9408
755,2012,1.6,78807,4.0,4,11917
756,2014,3.0,191373,6.0,0,9565
757,1998,3.5,212000,4.0,2,9408
758,2014,2.0,163000,4.0,12,17876
759,2009,3.5,266061,6.0,12,1411
760,2013,1.4,123000,4.0,8,13485
761,2014,3.5,94362,6.0,12,3763
762,2015,1.6,52313,4.0,4,19864
763,2005,3.0,250000,6.0,4,15053
764,2009,2.0,300000,4.0,12,15000
765,2002,2.4,180000,4.0,4,7527
766,2005,1.5,21000,4.0,3,7683
767,2011,1.6,218000,4.0,6,19444
768,2013,1.8,132800,4.0,10,15681
769,2009,2.5,75631,4.0,4,13642
770,2012,3.5,132165,6.0,12,706
771,2015,1.8,84291,4.0,0,17249
772,2002,1.9,145000,4.0,4,25
773,2012,2.0,68000,4.0,8,11604
774,2009,2.5,85241,4.0,4,10663
775,1998,2.3,130000,4.0,4,13172
776,2013,2.0,156666,4.0,4,20278
777,2010,2.5,150000,4.0,8,15367
778,2016,1.6,133200,4.0,4,25083
779,2004,1.2,200000,4.0,2,5500
780,2008,3.0,175614,6.0,12,2430
781,2011,2.2,145000,4.0,8,38574
782,2013,2.0,52303,4.0,4,15524
783,2014,2.5,27000,4.0,4,34607
784,2011,1.6,60000,4.0,8,18817
785,2010,1.8,169000,4.0,12,14113
786,2014,1.5,87000,4.0,2,10506
787,2012,1.6,136712,4.0,0,470
788,2012,2.0,142152,4.0,12,18189
789,2017,2.0,0,4.0,12,13172
790,2014,2.0,110098,4.0,0,314
791,2016,2.0,1717,4.0,0,16308
792,2016,2.0,120337,4.0,4,44558
793,2016,1.6,80000,4.0,6,21326
794,2016,1.6,71672,4.0,4,30596
795,2017,4.0,81757,6.0,12,7213
796,2013,1.6,50015,4.0,4,28241
797,2013,3.5,138038,6.0,12,1019
798,2014,3.0,91456,4.0,4,14426
799,2012,0.7,14000,3.0,0,6899
800,2010,2.4,106312,4.0,12,8311
801,2012,3.5,318285,6.0,12,627
802,2001,3.0,240000,6.0,6,13485
803,2016,2.0,94558,4.0,4,38445
804,2005,1.5,97000,4.0,0,9722
805,2010,1.6,195602,4.0,12,157
806,2012,1.5,107000,4.0,8,9722
807,2016,2.5,67000,4.0,8,43905
808,2014,1.6,90000,4.0,4,27356
809,2011,1.8,108901,4.0,4,15173
810,2014,2.5,203200,4.0,12,25089
811,2013,1.6,110531,4.0,0,14426
812,2012,2.0,192000,4.0,8,15681
813,2003,2.0,136950,4.0,6,11917
814,2013,1.5,105000,4.0,4,25669
815,2014,3.5,149486,6.0,12,314
816,2014,1.4,133195,4.0,0,862
817,2017,1.8,94339,4.0,12,9565
818,2014,2.0,124493,4.0,0,314
819,2013,1.4,78000,4.0,6,14740
820,2014,1.8,0,12.0,12,7997
821,2013,1.4,180000,4.0,12,16308
822,2015,2.0,95200,4.0,4,37580
823,2007,3.5,165000,6.0,0,31361
824,2010,1.8,396350,4.0,12,6429
825,2015,2.0,60304,4.0,4,42369
826,2016,2.0,195432,4.0,4,15681
827,2013,2.0,94400,4.0,8,16308
828,2016,2.5,154862,4.0,12,3293
829,2018,2.5,18794,12.0,12,30000
830,2000,1.6,197457,4.0,4,5331
831,2015,3.6,132502,6.0,12,3293
832,2013,2.0,80758,4.0,4,31913
833,2019,1.5,16666,4.0,12,2587
834,2011,1.8,268800,4.0,8,19757
835,2012,2.5,154000,5.0,10,15681
836,2012,4.6,255406,8.0,0,12858
837,2010,3.3,264877,6.0,12,4861
838,2002,1.2,0,4.0,0,5900
839,2018,1.5,5000,4.0,4,57030
840,2012,1.5,120570,4.0,4,14009
841,2014,2.0,164800,4.0,10,14113
842,2016,1.7,140000,4.0,4,35269
843,2013,2.2,74438,4.0,4,50297
844,2012,2.5,205425,4.0,4,19369
845,2018,2.0,22816,4.0,12,2195
846,2014,1.4,88886,4.0,0,12544
847,1994,1.8,0,4.0,4,4800
848,2013,1.4,80000,4.0,8,14740
849,2017,2.0,64652,4.0,4,48575
850,2015,2.0,676825,4.0,4,9418
851,2011,2.0,73326,4.0,4,15367
852,2011,1.8,255000,4.0,12,7056
853,2008,1.5,243200,4.0,8,17249
854,2004,1.8,259200,4.0,6,9300
855,2017,2.0,35200,4.0,6,68994
856,2006,3.5,240000,6.0,12,21953
857,2016,2.0,48042,4.0,4,52696
858,2011,1.8,239907,4.0,12,2901
859,2013,2.0,320554,4.0,0,3763
860,2005,2.5,162000,6.0,12,12544
861,2011,3.0,70000,6.0,12,18817
862,2011,3.0,80000,6.0,12,47042
863,2010,1.8,147000,4.0,10,15367
864,2013,2.0,135000,4.0,0,20665
865,2018,1.4,15333,4.0,8,16935
866,2009,1.6,159634,4.0,4,4180
867,1999,2.5,123000,4.0,4,14426
868,2004,2.5,458495,4.0,6,4704
869,2010,1.5,265000,4.0,12,10349
870,2016,1.8,113600,4.0,6,19757
871,2007,1.5,176000,4.0,4,12858
872,2012,1.8,60000,4.0,6,11290
873,2016,2.0,146492,4.0,4,44711
874,2014,2.1,94000,4.0,10,50178
875,2009,4.7,264339,8.0,0,30734
876,2008,4.7,280354,8.0,0,862
877,2003,1.3,157000,4.0,6,10349
878,2015,2.0,100747,4.0,0,2666
879,2017,1.0,33118,4.0,4,13172
880,2010,3.5,186005,6.0,12,13328
881,2015,2.4,80288,4.0,12,5331
882,2010,2.0,104022,4.0,4,19610
883,2011,2.4,40056,4.0,4,35234
884,2015,2.4,0,4.0,0,15053
885,2007,2.5,135000,4.0,2,32929
886,2012,1.8,98000,4.0,10,21326
887,2013,2.4,83000,4.0,8,80
888,2016,2.5,41000,4.0,12,14740
889,2016,2.5,110189,4.0,4,41387
890,2019,2.5,39552,4.0,12,251
891,2004,1.8,235000,4.0,4,7840
892,2015,2.0,250005,4.0,0,19444
893,2010,3.5,229904,6.0,12,470
894,2011,2.5,118500,4.0,6,14113
895,2011,3.0,207694,6.0,0,10036
896,2010,2.2,285000,4.0,2,15210
897,2011,1.8,284800,4.0,8,16621
898,2008,1.5,212465,4.0,8,10663
899,2013,1.5,130000,4.0,8,13172
900,2000,2.0,213000,4.0,6,7840
901,2006,1.3,180000,4.0,8,9408
902,2016,2.5,188800,4.0,4,54882
903,1999,3.5,150000,6.0,12,12544
904,2016,2.5,152282,4.0,12,862
905,2007,1.5,105000,4.0,4,8467
906,2018,1.7,29709,4.0,4,58507
907,2015,1.5,28000,4.0,4,53317
908,2012,3.5,240987,6.0,12,1646
909,2013,1.5,153235,4.0,12,3293
910,2015,2.0,52878,4.0,4,42987
911,2014,2.5,115312,4.0,12,706
912,2012,1.8,14136,4.0,8,17876
913,2016,1.5,73450,4.0,12,24462
914,2019,2.5,39552,4.0,12,251
915,2006,1.5,185000,4.0,2,9722
916,2012,1.6,160156,4.0,4,20266
917,2003,2.4,167000,4.0,2,7840
918,2016,2.0,520461,4.0,4,10036
919,2000,2.0,158000,4.0,2,8781
920,2011,2.3,184576,4.0,12,470
921,2003,1.8,230000,4.0,4,8467
922,2018,2.0,38282,4.0,12,10192
923,2013,2.0,0,4.0,0,13000
924,2013,2.5,131400,4.0,12,7213
925,2016,1.7,110000,4.0,4,33243
926,2002,2.0,100000,4.0,8,8781
927,2008,3.3,175000,6.0,12,31831
928,2016,2.2,146978,4.0,4,40340
929,2018,2.0,17741,4.0,4,56509
930,2008,4.7,218126,8.0,0,282
931,2012,2.0,124590,4.0,4,17923
932,2012,2.0,144000,4.0,6,8938
933,2010,3.0,179554,6.0,6,29793
934,2019,2.5,9626,4.0,12,3450
935,2008,1.0,112000,3.0,4,6586
936,2000,3.2,100000,6.0,1,10349
937,2001,2.0,142000,4.0,4,10663
938,2014,1.5,139000,4.0,2,15210
939,2014,2.5,77000,4.0,12,46101
940,2000,2.5,190000,4.0,6,14113
941,2014,2.0,105000,4.0,6,9722
942,2012,2.0,65000,4.0,5,14426
943,2015,2.0,595426,4.0,4,9252
944,2002,2.0,280000,4.0,8,10036
945,2005,1.5,121000,4.0,2,10976
946,2005,2.4,118000,4.0,6,17249
947,2016,3.5,0,6.0,12,34811
948,2017,2.0,35874,4.0,12,470
949,2002,1.8,95000,4.0,4,8467
950,2000,3.2,331000,6.0,6,7840
951,2012,2.0,196764,4.0,4,25810
952,2001,2.0,131000,4.0,0,60
953,2014,1.8,196010,4.0,12,5175
954,2012,2.5,159379,4.0,12,3136
955,2009,1.3,173102,4.0,8,15053
956,2020,2.4,2741,4.0,12,12074
957,2009,3.2,100000,6.0,6,24462
958,1999,2.0,252026,4.0,4,4500
959,2016,2.0,142000,4.0,4,40471
960,2015,2.0,42875,4.0,4,9418
961,2011,3.5,208000,6.0,12,36065
962,2011,3.0,192382,6.0,0,31361
963,2012,1.6,136712,4.0,0,470
964,2015,2.0,377240,4.0,4,9252
965,2014,1.6,72208,4.0,12,3136
966,2014,2.0,430076,4.0,4,10036
967,2009,1.5,198000,4.0,0,14269
968,2014,2.0,81818,4.0,0,5018
969,2014,2.5,91468,4.0,8,19601
970,2017,1.5,74603,4.0,12,4704
971,2011,2.4,120000,4.0,8,17876
972,2014,1.8,78296,4.0,4,16766
973,2006,1.3,0,4.0,4,30
974,2013,2.5,65000,4.0,12,30734
975,2009,1.6,52020,4.0,4,7056
976,2009,3.5,109139,6.0,12,5018
977,2016,2.0,105645,4.0,4,54458
978,2013,1.8,212000,4.0,10,23521
979,2020,2.5,4130,4.0,12,39829
980,2011,2.2,100842,4.0,4,12513
981,2004,2.0,330000,4.0,2,9408
982,2016,5.7,54875,8.0,12,11290
983,2014,1.4,170000,4.0,10,17249
984,2013,1.5,186000,4.0,0,15053
985,1997,1.6,777777777,4.0,2,2700
986,2011,1.8,122302,4.0,0,5959
987,2014,2.5,109798,4.0,12,5488
988,2010,1.6,198425,4.0,4,11274
989,2015,1.8,67000,4.0,12,21000
990,2016,1.6,94401,4.0,4,28532
991,2015,2.4,48000,4.0,4,18189
992,2008,1.5,241885,4.0,6,10976
993,1996,1.8,260000,4.0,2,4704
994,2012,3.5,224118,6.0,12,94
995,2012,1.5,157160,4.0,4,12607
996,2002,2.0,187000,4.0,8,9095
997,2013,3.6,232853,6.0,12,3058
998,2004,1.7,0,4.0,4,6899
999,2014,2.2,142256,4.0,2,36065
1000,2015,1.8,187862,4.0,12,392
1001,2014,2.0,325829,4.0,4,10036
1002,2017,2.5,60666,4.0,12,549
1003,2007,1.6,129080,4.0,4,10986
1004,1998,2.0,300000,4.0,4,6272
1005,2012,2.0,203440,4.0,12,941
1006,2010,4.6,155821,8.0,0,39829
1007,2013,2.5,232032,4.0,12,392
1008,2014,2.4,179995,4.0,12,3920
1009,2018,1.8,0,4.0,12,9879
1010,2015,2.4,83099,4.0,12,3450
1011,2011,1.8,99000,4.0,0,15681
1012,2014,2.5,152000,4.0,4,29087
1013,2011,2.5,168966,4.0,0,3607
1014,2014,3.0,0,6.0,0,10349
1015,2011,2.0,127654,4.0,4,22357
1016,2016,4.6,155976,8.0,0,31988
1017,2014,3.5,153115,6.0,12,188
1018,2013,1.2,46000,4.0,4,15470
1019,2015,4.6,44808,8.0,10,97219
1020,2012,1.6,144757,4.0,4,19974
1021,2012,1.8,111104,4.0,0,15681
1022,1997,2.2,111111,4.0,0,3000
1023,2012,1.4,156800,4.0,8,14113
1024,2015,1.6,51895,4.0,4,18776
1025,2014,2.0,124493,4.0,0,4861
1026,2013,4.6,202651,8.0,0,6272
1027,2018,3.0,59826,4.0,12,131716
1028,2011,1.6,132742,4.0,4,19121
1029,2016,1.6,33261,4.0,4,43576
1030,2015,1.8,38000,4.0,10,33243
1031,2016,1.5,296104,4.0,12,12544
1032,2008,3.0,200000,6.0,8,300
1033,2005,1.8,0,8.0,4,7213
1034,2011,1.3,144000,4.0,10,13799
1035,2012,2.0,179828,4.0,4,19874
1036,2015,1.8,57000,4.0,9,21953
1037,2017,2.5,3854,4.0,12,188
1038,2012,1.8,176000,4.0,10,18503
1039,2003,2.4,156564,4.0,4,6586
1040,2008,3.3,277405,6.0,12,627
1041,2011,2.4,142741,4.0,0,1333
1042,2015,2.0,609333,4.0,4,12544
1043,2018,2.0,1300,4.0,8,45473
1044,2012,2.5,43000,4.0,6,13000
1045,2018,2.0,38712,4.0,12,9722
1046,2011,2.0,126000,4.0,6,17249
1047,2011,3.6,231222,6.0,12,627
1048,2011,1.8,0,4.0,12,14113
1049,2013,1.8,78024,4.0,6,13015
1050,2012,1.5,272189,4.0,0,627
1051,2010,3.0,0,6.0,12,470
1052,2011,2.0,89000,4.0,12,18503
1053,2014,2.0,793967,4.0,4,10036
1054,2012,2.5,156518,4.0,12,3607
1055,2011,1.6,89323,4.0,4,18531
1056,2008,2.3,12000,4.0,2,45473
1057,2016,1.6,31006,4.0,4,18503
1058,2019,2.5,17300,4.0,12,45473
1059,2013,2.4,127355,4.0,0,26657
1060,2017,2.0,115974,4.0,12,4547
1061,2016,2.0,363661,4.0,4,11290
1062,2012,2.5,185600,6.0,8,10349
1063,2012,1.5,206000,4.0,4,14113
1064,2004,3.2,226000,6.0,10,14740
1065,2014,1.8,176000,4.0,6,14113
1066,2005,1.5,165000,4.0,2,9722
1067,2016,1.6,32986,4.0,4,12541
1068,2011,2.0,0,4.0,0,14500
1069,2014,2.0,23302,4.0,4,29166
1070,2002,3.0,300000,8.0,8,11604
1071,2013,2.0,142661,4.0,12,2901
1072,2012,2.0,95000,4.0,10,70
1073,2007,2.0,0,4.0,4,10506
1074,2016,2.5,38400,4.0,6,36379
1075,2000,1.8,65865,4.0,6,14113
1076,2009,4.8,85000,8.0,12,37633
1077,2010,2.5,45780,4.0,4,26196
1078,2018,3.6,30606,6.0,12,392
1079,2014,1.3,77000,4.0,8,18503
1080,2010,1.0,130089,4.0,4,5802
1081,2003,1.5,175000,4.0,2,5370
1082,2016,2.0,32000,4.0,10,36065
1083,2014,4.6,65000,8.0,10,65858
1084,2014,2.5,79094,4.0,12,549
1085,2014,2.5,109798,4.0,12,5488
1086,2014,6.7,367053,6.0,12,1019
1087,2018,2.0,40122,4.0,12,11133
1088,2010,2.0,152937,4.0,4,14821
1089,2009,1.8,67293,4.0,4,7066
1090,2017,1.5,16639,4.0,4,66482
1091,2010,2.2,91393,4.0,4,10976
1092,1999,1.6,21000,4.0,4,8154
1093,2014,2.0,374141,4.0,4,10036
1094,2011,1.6,72000,4.0,12,15681
1095,2012,2.4,65731,4.0,4,25264
1096,2013,2.4,100800,4.0,8,90
1097,2014,4.0,0,6.0,12,6586
1098,1998,2.3,200000,4.0,4,8154
1099,2010,1.8,197000,4.0,6,19444
1100,2012,1.5,161000,4.0,2,15053
1101,2008,1.5,182000,2.0,6,11000
1102,2013,1.6,153888,4.0,0,251
1103,2005,4.0,118498,6.0,6,16621
1104,2008,3.3,269013,6.0,12,549
1105,2010,2.5,84669,4.0,4,24932
1106,2015,2.0,155797,4.0,4,48697
1107,2002,2.2,280000,4.0,2,19726
1108,2011,3.5,347667,6.0,12,470
1109,2013,2.5,59000,6.0,0,28225
1110,1998,2.2,30000,4.0,6,3000
1111,2008,1.5,180000,4.0,4,50
1112,2015,1.5,88000,4.0,10,17562
1113,2013,2.4,0,4.0,12,470
1114,2016,2.5,110969,4.0,4,42764
1115,2019,1.4,16042,4.0,12,627
1116,2002,5.0,315000,8.0,10,7840
1117,2015,2.0,33333,4.0,4,16778
1118,2013,1.8,492642,4.0,12,10192
1119,2010,2.0,151591,4.0,4,24709
1120,2012,1.3,321269,4.0,0,784
1121,2014,2.5,102397,4.0,12,784
1122,2005,4.4,1000,8.0,12,5645
1123,2010,4.6,155821,8.0,0,39829
1124,2015,2.5,267264,4.0,12,392
1125,2010,6.2,217786,8.0,12,9565
1126,2012,1.5,148000,4.0,2,17405
1127,2006,2.2,100000,4.0,4,21953
1128,2010,4.7,688000,6.0,12,54255
1129,2004,3.5,211288,6.0,6,16621
1130,2007,2.4,290000,4.0,1,45473
1131,2010,3.0,124000,6.0,10,31047
1132,2015,2.2,330000,4.0,6,49864
1133,2014,2.0,180800,4.0,8,20385
1134,2015,3.0,73362,6.0,12,6429
1135,1999,1.8,0,4.0,6,6586
1136,2016,1.6,74800,4.0,8,15677
1137,2015,3.5,143619,6.0,12,13956
1138,2009,2.4,163866,4.0,4,15693
1139,2017,2.5,20877,4.0,12,470
1140,2013,2.0,137000,4.0,12,21012
1141,2014,2.4,140885,4.0,12,251
1142,2013,2.0,800,6.0,6,23521
1143,2017,1.5,9027,4.0,4,54048
1144,2017,2.0,158344,4.0,12,470
1145,2013,3.0,94000,6.0,6,194438
1146,2003,2.5,7777787,6.0,10,13485
1147,1992,3.0,123000,6.0,0,7840
1148,1993,2.2,450000,4.0,2,2500
1149,2009,4.7,264339,8.0,0,2430
1150,2008,1.5,142000,4.0,4,15053
1151,2004,2.0,223123,4.0,4,2500
1152,2012,1.6,100000,4.0,8,19444
1153,2011,1.2,81000,4.0,2,8500
1154,2013,2.7,158870,4.0,12,314
1155,2011,1.8,326325,4.0,12,314
1156,2015,2.0,367720,4.0,12,314
1157,2019,2.4,61998,4.0,12,627
1158,2001,1.8,230000,4.0,2,4547
1159,2017,1.5,3474,4.0,4,38822
1160,2011,1.3,198891,4.0,0,31
1161,2012,1.6,60480,4.0,4,9408
1162,2017,2.3,66901,4.0,4,75160
1163,1996,2.4,111000,4.0,2,3763
1164,2015,1.5,104000,4.0,12,6
1165,2014,1.8,108000,4.0,12,20385
1166,2013,3.4,94010,6.0,12,6429
1167,2013,2.5,90000,5.0,10,17249
1168,2013,1.8,80000,4.0,8,17876
1169,2011,2.0,113368,4.0,4,24709
1170,2014,1.8,990000,4.0,6,15053
1171,2016,1.6,27000,4.0,12,49237
1172,2018,2.5,20267,4.0,12,392
1173,2010,1.8,150000,4.0,12,16621
1174,2012,1.8,108499,4.0,12,941
1175,2014,2.5,115312,4.0,12,706
1176,2017,3.5,95541,6.0,0,39201
1177,2012,2.0,131082,4.0,4,21410
1178,2010,2.7,151949,4.0,4,24029
1179,2016,3.5,55000,6.0,12,133284
1180,2012,4.0,170000,4.0,12,26657
1181,2017,1.5,29220,4.0,4,41867
1182,2016,2.0,63687,4.0,4,44608
1183,2018,1.6,20388,4.0,4,37066
1184,2012,2.0,91416,4.0,4,7683
1185,2012,1.8,68000,4.0,12,21953
1186,2013,1.5,197854,4.0,12,1803
1187,2015,1.6,88475,4.0,0,3763
1188,2015,1.8,45605,4.0,0,14113
1189,2010,2.7,98164,4.0,4,19416
1190,2012,2.5,166400,4.0,8,26657
1191,2009,1.3,138684,4.0,6,11917
1192,2015,2.0,43000,5.0,10,34184
1193,2010,1.7,176000,4.0,10,13799
1194,1998,1.0,157000,4.0,2,2195
1195,2013,1.3,116581,4.0,4,5758
1196,2011,1.3,150000,4.0,10,4547
1197,2002,1.5,111111,4.0,2,11149
1198,2016,2.0,29112,4.0,4,20228
1199,2017,3.5,109981,6.0,12,11133
1200,2014,1.6,51700,4.0,12,29793
1201,2015,2.0,61551,4.0,4,43868
1202,2006,1.5,131000,4.0,0,4704
1203,2015,2.0,43514,4.0,4,9418
1204,2005,1.5,16302,3.0,4,8467
1205,2012,1.4,240350,4.0,12,314
1206,2006,4.0,188200,6.0,12,13485
1207,2002,2.5,170000,4.0,6,7683
1208,2015,2.0,571321,4.0,4,10976
1209,2013,1.8,63186,4.0,12,22894
1210,1998,1.6,200000,4.0,2,7840
1211,2010,1.8,86382,4.0,4,5739
1212,2014,2.0,60850,4.0,4,10515
1213,2001,2.4,140000,4.0,6,8154
1214,2010,2.5,68200,4.0,12,14113
1215,2014,2.5,169109,4.0,4,35902
1216,2010,1.3,147857,4.0,4,14115
1217,1998,3.0,220000,6.0,4,5331
1218,2018,2.0,51106,4.0,4,73620
1219,2013,2.2,71201,4.0,4,38445
1220,2010,3.7,160000,6.0,12,26657
1221,2008,2.5,65625,4.0,4,15210
1222,2019,1.6,4000,4.0,5,51746
1223,2009,3.0,170000,6.0,12,43592
1224,2012,2.4,177080,4.0,0,314
1225,2020,6.3,0,8.0,12,627220
1226,2016,1.6,35398,4.0,4,44134
1227,2012,4.6,0,8.0,12,549
1228,2008,1.5,185471,4.0,8,50
1229,2013,2.5,115123,4.0,12,21953
1230,2007,2.7,74944,4.0,4,4391
1231,2018,2.0,59674,4.0,12,21953
1232,2019,2.0,33693,4.0,12,29793
1233,2012,3.5,232357,6.0,12,941
1234,2009,1.6,157000,4.0,8,10820
1235,2015,1.8,236898,4.0,12,2352
1236,2012,2.0,85471,4.0,4,6899
1237,2015,2.0,250005,4.0,0,19444
1238,2012,2.5,120000,4.0,6,20385
1239,2017,1.8,22989,4.0,12,4861
1240,2009,1.6,53434,4.0,4,5927
1241,2008,5.7,244800,8.0,9,27911
1242,2000,3.5,287745,6.0,4,7840
1243,2006,2.0,200000,4.0,6,10663
1244,2019,2.0,78424,4.0,12,5488
1245,2015,2.0,67825,4.0,8,13485
1246,2012,1.6,95000,4.0,12,21326
1247,2010,1.8,124568,4.0,9,12544
1248,2019,2.0,10003,4.0,12,188
1249,2004,2.4,195000,4.0,0,9408
1250,2013,1.8,281600,4.0,8,10820
1251,2018,1.6,36470,4.0,4,34406
1252,2009,2.5,196682,4.0,0,188
1253,2016,2.0,125230,4.0,4,35140
1254,1996,2.5,888888,4.0,0,14113
1255,2015,1.8,133408,4.0,12,392
1256,2012,1.5,28000,4.0,4,22502
1257,2013,2.0,232982,4.0,12,4234
1258,2015,2.5,60800,4.0,8,40769
1259,2016,2.5,30402,4.0,6,47042
1260,2005,3.7,185000,6.0,6,10976
1261,2011,3.5,100741,4.0,4,50767
1262,2010,2.5,45252,4.0,4,15649
1263,2014,2.5,182963,4.0,12,2901
1264,2011,2.0,52000,4.0,6,30107
1265,2015,3.5,150000,6.0,12,106627
1266,2010,2.7,145221,4.0,4,18240
1267,2002,2.0,168000,4.0,4,9722
1268,2008,1.5,167000,4.0,8,10036
1269,2012,1.8,108000,4.0,8,16935
1270,2008,1.5,150000,4.0,12,50
1271,2003,3.3,300000,6.0,2,10976
1272,2016,2.0,27000,4.0,8,53314
1273,2012,2.0,66098,4.0,12,7997
1274,2015,1.6,56199,4.0,12,16621
1275,2013,2.5,225510,4.0,12,314
1276,2011,2.0,160000,4.0,4,18124
1277,2010,1.0,12000,3.0,4,6269
1278,2018,2.5,17000,6.0,12,51746
1279,2013,2.5,124912,4.0,12,3763
1280,2015,2.0,50534,4.0,4,14740
1281,2015,1.6,135378,4.0,4,16621
1282,2016,1.6,148101,4.0,4,20846
1283,2003,3.0,0,6.0,0,3763
1284,2012,2.0,255800,4.0,4,12143
1285,1996,0.7,60600,3.0,0,8781
1286,2013,1.5,100000,4.0,6,14113
1287,2010,1.8,165000,4.0,12,17249
1288,2011,1.3,288704,4.0,0,706
1289,2017,1.6,88400,4.0,4,30740
1290,2010,2.0,179307,4.0,4,15132
1291,2012,3.5,285186,6.0,12,9565
1292,2012,1.6,173576,4.0,0,3763
1293,2011,2.5,212501,5.0,12,470
1294,2016,2.0,51930,4.0,12,3136
1295,2013,1.8,134400,4.0,8,17876
1296,2011,1.8,170872,4.0,4,9832
1297,2017,1.6,44844,4.0,4,52696
1298,2011,3.5,132630,6.0,12,314
1299,2018,2.0,40808,4.0,4,67404
1300,2008,5.5,134000,8.0,12,28225
1301,2014,1.8,85000,4.0,8,29479
1302,2000,4.6,100000,8.0,8,150
1303,2014,3.5,146395,6.0,12,1882
1304,2004,2.0,150000,4.0,4,10663
1305,2016,1.8,158000,4.0,12,36065
1306,2012,2.5,91000,4.0,10,23521
1307,2017,1.2,49774,3.0,12,314
1308,2013,2.5,124912,4.0,12,3763
1309,2003,1.7,111111,4.0,2,5331
1310,2010,1.8,288891,4.0,12,2274
1311,2011,3.5,186542,6.0,12,2038
1312,2017,2.5,33899,4.0,12,4234
1313,2010,3.5,186005,6.0,12,13328
1314,2019,6.2,11325,8.0,12,35752
1315,2011,2.4,141000,4.0,16,19444
1316,2019,1.5,12000,4.0,4,74796
1317,2018,1.4,33548,4.0,8,16151
1318,2017,1.7,16431,4.0,4,45210
1319,2012,2.0,258076,4.0,4,14294
1320,2012,1.6,170713,4.0,4,14166
1321,2009,1.6,230000,6.0,0,9408
1322,2004,2.3,230000,6.0,4,7840
